code,pos,info_length,book,chapter,verse,word_index
N-ASF,Noun,3,MAT,19,5,65
A-ASF,Adjective,3,MAT,19,5,68
CONJ,Conjunction,0,MAT,19,6,2
ADV-N,Adverb,1,MAT,19,6,5
V-PAI-3P,Verb,5,MAT,19,6,8
A-NUI,Adjective,3,MAT,19,6,11
CONJ,Conjunction,0,MAT,19,6,14
N-NSF,Noun,3,MAT,19,6,17
A-NSF,Adjective,3,MAT,19,6,20
R-ASN,Relative Pronoun,3,MAT,19,6,23
CONJ,Conjunction,0,MAT,19,6,26
T-NSM,Article,3,MAT,19,6,29
N-NSM,Noun,3,MAT,19,6,32
V-AAI-3S,Verb,5,MAT,19,6,35
N-NSM,Noun,3,MAT,19,6,38
PRT-N,Particle,1,MAT,19,6,41
V-PAM-3S,Verb,5,MAT,19,6,44
V-PAI-3P,Verb,5,MAT,19,7,2
P-DSM,Personal Pronoun,3,MAT,19,7,5
I-ASN,Interrogative Pronoun,3,MAT,19,7,8
CONJ,Conjunction,0,MAT,19,7,11
N-NSM,Noun,3,MAT,19,7,14
V-ADI-3S,Verb,5,MAT,19,7,17
V-2AAN,Verb,4,MAT,19,7,20
N-ASN,Noun,3,MAT,19,7,23
N-GSN,Noun,3,MAT,19,7,26
CONJ,Conjunction,0,MAT,19,7,29
V-AAN,Verb,3,MAT,19,7,32
P-ASF,Personal Pronoun,3,MAT,19,7,35
V-PAI-3S,Verb,5,MAT,19,8,2
P-DPM,Personal Pronoun,3,MAT,19,8,5
CONJ,Conjunction,0,MAT,19,8,8
N-NSM,Noun,3,MAT,19,8,11
PREP,Preposition,0,MAT,19,8,14
T-ASF,Article,3,MAT,19,8,17
N-ASF,Noun,3,MAT,19,8,20
P-2GP,Personal Pronoun,3,MAT,19,8,23
V-AAI-3S,Verb,5,MAT,19,8,26
P-2DP,Personal Pronoun,3,MAT,19,8,29
V-AAN,Verb,3,MAT,19,8,32
T-APF,Article,3,MAT,19,8,35
N-APF,Noun,3,MAT,19,8,38
P-2GP,Personal Pronoun,3,MAT,19,8,41
PREP,Preposition,0,MAT,19,8,44
N-GSF,Noun,3,MAT,19,8,47
CONJ,Conjunction,0,MAT,19,8,50
PRT-N,Particle,1,MAT,19,8,53
V-2RAI-3S,Verb,6,MAT,19,8,56
ADV,Adverb,0,MAT,19,8,59
V-PAI-1S,Verb,5,MAT,19,9,2
CONJ,Conjunction,0,MAT,19,9,5
P-2DP,Personal Pronoun,3,MAT,19,9,8
CONJ,Conjunction,0,MAT,19,9,11
R-NSM,Relative Pronoun,3,MAT,19,9,14
PRT,Particle,0,MAT,19,9,17
V-AAS-3S,Verb,5,MAT,19,9,20
T-ASF,Article,3,MAT,19,9,23
N-ASF,Noun,3,MAT,19,9,26
P-GSM,Personal Pronoun,3,MAT,19,9,29
PRT-N,Particle,1,MAT,19,9,32
PREP,Preposition,0,MAT,19,9,35
N-DSF,Noun,3,MAT,19,9,38
CONJ,Conjunction,0,MAT,19,9,41
V-AAS-3S,Verb,5,MAT,19,9,44
A-ASF,Adjective,3,MAT,19,9,47
V-PNI-3S,Verb,5,MAT,19,9,50
CONJ,Conjunction,0,MAT,19,9,53
T-NSM,Article,3,MAT,19,9,56
V-RPP-ASF,Verb,6,MAT,19,9,59
V-AAP-NSM,Verb,6,MAT,19,9,62
V-PNI-3S,Verb,5,MAT,19,9,65
V-PAI-3P,Verb,5,MAT,19,10,2
P-DSM,Personal Pronoun,3,MAT,19,10,5
T-NPM,Article,3,MAT,19,10,8
N-NPM,Noun,3,MAT,19,10,11
P-GSM,Personal Pronoun,3,MAT,19,10,14
COND,Conditional Conjunction,0,MAT,19,10,17
ADV,Adverb,0,MAT,19,10,20
V-PAI-3S,Verb,5,MAT,19,10,23
T-NSF,Article,3,MAT,19,10,26
N-NSF,Noun,3,MAT,19,10,29
T-GSM,Article,3,MAT,19,10,32
N-GSM,Noun,3,MAT,19,10,35
PREP,Preposition,0,MAT,19,10,38
T-GSF,Article,3,MAT,19,10,41
N-GSF,Noun,3,MAT,19,10,44
PRT-N,Particle,1,MAT,19,10,47
V-PAI-3S,Verb,5,MAT,19,10,50
V-AAN,Verb,3,MAT,19,10,53
T-NSM,Article,3,MAT,19,11,2
CONJ,Conjunction,0,MAT,19,11,5
V-2AAI-3S,Verb,6,MAT,19,11,8
P-DPM,Personal Pronoun,3,MAT,19,11,11
PRT-N,Particle,1,MAT,19,11,14
A-NPM,Adjective,3,MAT,19,11,17
V-PAI-3P,Verb,5,MAT,19,11,20
T-ASM,Article,3,MAT,19,11,23
N-ASM,Noun,3,MAT,19,11,26
D-ASM,Demonstrative Pronoun,3,MAT,19,11,29
CONJ,Conjunction,0,MAT,19,11,32
R-DPM,Relative Pronoun,3,MAT,19,11,35
V-RPI-3S,Verb,5,MAT,19,11,38
V-PAI-3P,Verb,5,MAT,19,12,2
CONJ,Conjunction,0,MAT,19,12,5
N-NPM,Noun,3,MAT,19,12,8
R-NPM,Relative Pronoun,3,MAT,19,12,11
PREP,Preposition,0,MAT,19,12,14
N-GSF,Noun,3,MAT,19,12,17
N-GSF,Noun,3,MAT,19,12,20
V-API-3P,Verb,5,MAT,19,12,23
ADV,Adverb,0,MAT,19,12,26
CONJ,Conjunction,0,MAT,19,12,29
V-PAI-3P,Verb,5,MAT,19,12,32
N-NPM,Noun,3,MAT,19,12,35
R-NPM,Relative Pronoun,3,MAT,19,12,38
V-API-3P,Verb,5,MAT,19,12,41
PREP,Preposition,0,MAT,19,12,44
T-GPM,Article,3,MAT,19,12,47
N-GPM,Noun,3,MAT,19,12,50
CONJ,Conjunction,0,MAT,19,12,53
V-PAI-3P,Verb,5,MAT,19,12,56
N-NPM,Noun,3,MAT,19,12,59
R-NPM,Relative Pronoun,3,MAT,19,12,62
V-AAI-3P,Verb,5,MAT,19,12,65
F-3APM,Reflexive Pronoun,4,MAT,19,12,68
PREP,Preposition,0,MAT,19,12,71
T-ASF,Article,3,MAT,19,12,74
N-ASF,Noun,3,MAT,19,12,77
T-GPM,Article,3,MAT,19,12,80
N-GPM,Noun,3,MAT,19,12,83
T-NSM,Article,3,MAT,19,12,86
V-PNP-NSM,Verb,6,MAT,19,12,89
V-PAN,Verb,3,MAT,19,12,92
V-PAM-3S,Verb,5,MAT,19,12,95
ADV,Adverb,0,MAT,19,13,2
V-API-3S,Verb,5,MAT,19,13,5
P-DSM,Personal Pronoun,3,MAT,19,13,8
N-NPN,Noun,3,MAT,19,13,11
CONJ,Conjunction,0,MAT,19,13,14
T-APF,Article,3,MAT,19,13,17
N-APF,Noun,3,MAT,19,13,20
V-2AAS-3S,Verb,6,MAT,19,13,23
P-DPN,Personal Pronoun,3,MAT,19,13,26
CONJ,Conjunction,0,MAT,19,13,29
V-ADS-3S,Verb,5,MAT,19,13,32
T-NPM,Article,3,MAT,19,13,35
CONJ,Conjunction,0,MAT,19,13,38
N-NPM,Noun,3,MAT,19,13,41
V-AAI-3P,Verb,5,MAT,19,13,44
P-DPM,Personal Pronoun,3,MAT,19,13,47
T-NSM,Article,3,MAT,19,14,2
CONJ,Conjunction,0,MAT,19,14,5
N-NSM,Noun,3,MAT,19,14,8
V-2AAI-3S,Verb,6,MAT,19,14,11
V-2AAM-2P,Verb,6,MAT,19,14,14
T-APN,Article,3,MAT,19,14,17
N-APN,Noun,3,MAT,19,14,20
CONJ,Conjunction,0,MAT,19,14,23
PRT-N,Particle,1,MAT,19,14,26
V-PAM-2P,Verb,5,MAT,19,14,29
P-APN,Personal Pronoun,3,MAT,19,14,32
V-2AAN,Verb,4,MAT,19,14,35
PREP,Preposition,0,MAT,19,14,38
P-1AS,Personal Pronoun,3,MAT,19,14,41
T-GPN,Article,3,MAT,19,14,44
CONJ,Conjunction,0,MAT,19,14,47
D-GPN,Demonstrative Pronoun,3,MAT,19,14,50
V-PAI-3S,Verb,5,MAT,19,14,53
T-NSF,Article,3,MAT,19,14,56
N-NSF,Noun,3,MAT,19,14,59
T-GPM,Article,3,MAT,19,14,62
N-GPM,Noun,3,MAT,19,14,65
CONJ,Conjunction,0,MAT,19,15,2
V-2AAP-NSM,Verb,7,MAT,19,15,5
P-DPN,Personal Pronoun,3,MAT,19,15,8
T-APF,Article,3,MAT,19,15,11
N-APF,Noun,3,MAT,19,15,14
V-AOI-3S,Verb,5,MAT,19,15,17
ADV,Adverb,0,MAT,19,15,20
CONJ,Conjunction,0,MAT,19,16,2
V-2AMM-2S,Verb,6,MAT,19,16,5
A-NSM,Adjective,3,MAT,19,16,8
V-2AAP-NSM,Verb,7,MAT,19,16,11
V-2AAI-3S,Verb,6,MAT,19,16,14
P-DSM,Personal Pronoun,3,MAT,19,16,17
N-VSM,Noun,3,MAT,19,16,20
A-VSM,Adjective,3,MAT,19,16,23
I-ASN,Interrogative Pronoun,3,MAT,19,16,26
A-ASN,Adjective,3,MAT,19,16,29
V-AAS-1S,Verb,5,MAT,19,16,32
CONJ,Conjunction,0,MAT,19,16,35
V-PAS-1S,Verb,5,MAT,19,16,38
N-ASF,Noun,3,MAT,19,16,41
A-ASF,Adjective,3,MAT,19,16,44
T-NSM,Article,3,MAT,19,17,2
CONJ,Conjunction,0,MAT,19,17,5
V-2AAI-3S,Verb,6,MAT,19,17,8
P-DSM,Personal Pronoun,3,MAT,19,17,11
I-ASN,Interrogative Pronoun,3,MAT,19,17,14
P-1AS,Personal Pronoun,3,MAT,19,17,17
V-PAI-2S,Verb,5,MAT,19,17,20
A-ASM,Adjective,3,MAT,19,17,23
A-NSM-N,Adjective,4,MAT,19,17,26
A-NSM,Adjective,3,MAT,19,17,29
COND,Conditional Conjunction,0,MAT,19,17,32
PRT-N,Particle,1,MAT,19,17,35
A-NSM,Adjective,3,MAT,19,17,38
T-NSM,Article,3,MAT,19,17,41
N-NSM,Noun,3,MAT,19,17,44
COND,Conditional Conjunction,0,MAT,19,17,47
CONJ,Conjunction,0,MAT,19,17,50
V-PAI-2S,Verb,5,MAT,19,17,53
V-2AAN,Verb,4,MAT,19,17,56
PREP,Preposition,0,MAT,19,17,59
T-ASF,Article,3,MAT,19,17,62
N-ASF,Noun,3,MAT,19,17,65
V-AAM-2S,Verb,5,MAT,19,17,68
T-APF,Article,3,MAT,19,17,71
N-APF,Noun,3,MAT,19,17,74
V-PAI-3S,Verb,5,MAT,19,18,2
P-DSM,Personal Pronoun,3,MAT,19,18,5
I-APF,Interrogative Pronoun,3,MAT,19,18,8
T-NSM,Article,3,MAT,19,18,11
CONJ,Conjunction,0,MAT,19,18,14
N-NSM,Noun,3,MAT,19,18,17
V-2AAI-3S,Verb,6,MAT,19,18,20
T-ASN,Article,3,MAT,19,18,23
PRT-N,Particle,1,MAT,19,18,26
V-FAI-2S,Verb,5,MAT,19,18,29
PRT-N,Particle,1,MAT,19,18,32
V-FAI-2S,Verb,5,MAT,19,18,35
PRT-N,Particle,1,MAT,19,18,38
V-FAI-2S,Verb,5,MAT,19,18,41
PRT-N,Particle,1,MAT,19,18,44
V-FAI-2S,Verb,5,MAT,19,18,47
V-PAM-2S,Verb,5,MAT,19,19,2
T-ASM,Article,3,MAT,19,19,5
N-ASM,Noun,3,MAT,19,19,8
CONJ,Conjunction,0,MAT,19,19,11
T-ASF,Article,3,MAT,19,19,14
N-ASF,Noun,3,MAT,19,19,17
CONJ,Conjunction,0,MAT,19,19,20
V-FAI-2S,Verb,5,MAT,19,19,23
T-ASM,Article,3,MAT,19,19,26
ADV,Adverb,0,MAT,19,19,29
P-2GS,Personal Pronoun,3,MAT,19,19,32
ADV,Adverb,0,MAT,19,19,35
F-2ASM,Reflexive Pronoun,4,MAT,19,19,38
V-PAI-3S,Verb,5,MAT,19,20,2
P-DSM,Personal Pronoun,3,MAT,19,20,5
T-NSM,Article,3,MAT,19,20,8
N-NSM,Noun,3,MAT,19,20,11
A-APN,Adjective,3,MAT,19,20,14
D-APN,Demonstrative Pronoun,3,MAT,19,20,17
V-AMI-1S,Verb,5,MAT,19,20,20
PREP,Preposition,0,MAT,19,20,23
N-GSF,Noun,3,MAT,19,20,26
P-1GS,Personal Pronoun,3,MAT,19,20,29
I-ASN,Interrogative Pronoun,3,MAT,19,20,32
ADV,Adverb,0,MAT,19,20,35
V-PAI-1S,Verb,5,MAT,19,20,38
V-IAI-3S,Verb,5,MAT,19,21,2
P-DSM,Personal Pronoun,3,MAT,19,21,5
T-NSM,Article,3,MAT,19,21,8
N-NSM,Noun,3,MAT,19,21,11
COND,Conditional Conjunction,0,MAT,19,21,14
V-PAI-2S,Verb,5,MAT,19,21,17
A-NSM,Adjective,3,MAT,19,21,20
V-PAN,Verb,3,MAT,19,21,23
V-PAM-2S,Verb,5,MAT,19,21,26
V-AAM-2S,Verb,5,MAT,19,21,29
P-2GS,Personal Pronoun,3,MAT,19,21,32
T-APN,Article,3,MAT,19,21,35
V-PAP-APN,Verb,6,MAT,19,21,38
CONJ,Conjunction,0,MAT,19,21,41
V-2AAM-2S,Verb,6,MAT,19,21,44
A-DPM,Adjective,3,MAT,19,21,47
CONJ,Conjunction,0,MAT,19,21,50
V-FAI-2S,Verb,5,MAT,19,21,53
N-ASM,Noun,3,MAT,19,21,56
PREP,Preposition,0,MAT,19,21,59
N-DSM,Noun,3,MAT,19,21,62
CONJ,Conjunction,0,MAT,19,21,65
V-PAM-2S,Verb,5,MAT,19,21,68
V-PAM-2S,Verb,5,MAT,19,21,71
P-1DS,Personal Pronoun,3,MAT,19,21,74
V-AAP-NSM,Verb,6,MAT,19,22,2
CONJ,Conjunction,0,MAT,19,22,5
T-NSM,Article,3,MAT,19,22,8
N-NSM,Noun,3,MAT,19,22,11
T-ASM,Article,3,MAT,19,22,14
N-ASM,Noun,3,MAT,19,22,17
V-2AAI-3S,Verb,6,MAT,19,22,20
V-PPP-NSM,Verb,6,MAT,19,22,23
V-IAI-3S,Verb,5,MAT,19,22,26
CONJ,Conjunction,0,MAT,19,22,29
V-PAP-NSM,Verb,6,MAT,19,22,32
N-APN,Noun,3,MAT,19,22,35
A-APN,Adjective,3,MAT,19,22,38
T-NSM,Article,3,MAT,19,23,2
CONJ,Conjunction,0,MAT,19,23,5
N-NSM,Noun,3,MAT,19,23,8
V-2AAI-3S,Verb,6,MAT,19,23,11
T-DPM,Article,3,MAT,19,23,14
N-DPM,Noun,3,MAT,19,23,17
P-GSM,Personal Pronoun,3,MAT,19,23,20
HEB,Hebraism,0,MAT,19,23,23
V-PAI-1S,Verb,5,MAT,19,23,26
P-2DP,Personal Pronoun,3,MAT,19,23,29
CONJ,Conjunction,0,MAT,19,23,32
ADV,Adverb,0,MAT,19,23,35
A-NSM,Adjective,3,MAT,19,23,38
V-FDI-3S,Verb,5,MAT,19,23,41
PREP,Preposition,0,MAT,19,23,44
T-ASF,Article,3,MAT,19,23,47
N-ASF,Noun,3,MAT,19,23,50
T-GPM,Article,3,MAT,19,23,53
N-GPM,Noun,3,MAT,19,23,56
ADV,Adverb,0,MAT,19,24,2
CONJ,Conjunction,0,MAT,19,24,5
V-PAI-1S,Verb,5,MAT,19,24,8
P-2DP,Personal Pronoun,3,MAT,19,24,11
A-NSN-C,Adjective,4,MAT,19,24,14
V-PAI-3S,Verb,5,MAT,19,24,17
N-ASF,Noun,3,MAT,19,24,20
PREP,Preposition,0,MAT,19,24,23
N-GSN,Noun,3,MAT,19,24,26
N-GSF,Noun,3,MAT,19,24,29
V-2AAN,Verb,4,MAT,19,24,32
PRT,Particle,0,MAT,19,24,35
A-ASM,Adjective,3,MAT,19,24,38
PREP,Preposition,0,MAT,19,24,41
T-ASF,Article,3,MAT,19,24,44
N-ASF,Noun,3,MAT,19,24,47
T-GSM,Article,3,MAT,19,24,50
N-GSM,Noun,3,MAT,19,24,53
V-2AAN,Verb,4,MAT,19,24,56
V-AAP-NPM,Verb,6,MAT,19,25,2
CONJ,Conjunction,0,MAT,19,25,5
T-NPM,Article,3,MAT,19,25,8
N-NPM,Noun,3,MAT,19,25,11
P-GSM,Personal Pronoun,3,MAT,19,25,14
V-IPI-3P,Verb,5,MAT,19,25,17
ADV,Adverb,0,MAT,19,25,20
V-PAP-NPM,Verb,6,MAT,19,25,23
I-NSM,Interrogative Pronoun,3,MAT,19,25,26
PRT-I,Particle,1,MAT,19,25,29
V-PNI-3S,Verb,5,MAT,19,25,32
V-APN,Verb,3,MAT,19,25,35
V-AAP-NSM,Verb,6,MAT,19,26,2
CONJ,Conjunction,0,MAT,19,26,5
T-NSM,Article,3,MAT,19,26,8
N-NSM,Noun,3,MAT,19,26,11
V-2AAI-3S,Verb,6,MAT,19,26,14
P-DPM,Personal Pronoun,3,MAT,19,26,17
PREP,Preposition,0,MAT,19,26,20
N-DPM,Noun,3,MAT,19,26,23
D-NSN,Demonstrative Pronoun,3,MAT,19,26,26
A-NSN,Adjective,3,MAT,19,26,29
V-PAI-3S,Verb,5,MAT,19,26,32
PREP,Preposition,0,MAT,19,26,35
CONJ,Conjunction,0,MAT,19,26,38
N-DSM,Noun,3,MAT,19,26,41
A-NPN,Adjective,3,MAT,19,26,44
A-NPN,Adjective,3,MAT,19,26,47
ADV,Adverb,0,MAT,19,27,2
V-AOP-NSM,Verb,6,MAT,19,27,5
T-NSM,Article,3,MAT,19,27,8
N-NSM,Noun,3,MAT,19,27,11
V-2AAI-3S,Verb,6,MAT,19,27,14
P-DSM,Personal Pronoun,3,MAT,19,27,17
V-2AMM-2S,Verb,6,MAT,19,27,20
P-1NP,Personal Pronoun,3,MAT,19,27,23
V-AAI-1P,Verb,5,MAT,19,27,26
A-APN,Adjective,3,MAT,19,27,29
CONJ,Conjunction,0,MAT,19,27,32
V-AAI-1P,Verb,5,MAT,19,27,35
P-2DS,Personal Pronoun,3,MAT,19,27,38
I-NSN,Interrogative Pronoun,3,MAT,19,27,41
PRT-I,Particle,1,MAT,19,27,44
V-FDI-3S,Verb,5,MAT,19,27,47
P-1DP,Personal Pronoun,3,MAT,19,27,50
T-NSM,Article,3,MAT,19,28,2
CONJ,Conjunction,0,MAT,19,28,5
N-NSM,Noun,3,MAT,19,28,8
V-2AAI-3S,Verb,6,MAT,19,28,11
P-DPM,Personal Pronoun,3,MAT,19,28,14
HEB,Hebraism,0,MAT,19,28,17
V-PAI-1S,Verb,5,MAT,19,28,20
P-2DP,Personal Pronoun,3,MAT,19,28,23
CONJ,Conjunction,0,MAT,19,28,26
P-2NP,Personal Pronoun,3,MAT,19,28,29
T-NPM,Article,3,MAT,19,28,32
V-AAP-NPM,Verb,6,MAT,19,28,35
P-1DS,Personal Pronoun,3,MAT,19,28,38
PREP,Preposition,0,MAT,19,28,41
T-DSF,Article,3,MAT,19,28,44
N-DSF,Noun,3,MAT,19,28,47
CONJ,Conjunction,0,MAT,19,28,50
V-AAS-3S,Verb,5,MAT,19,28,53
T-NSM,Article,3,MAT,19,28,56
N-NSM,Noun,3,MAT,19,28,59
T-GSM,Article,3,MAT,19,28,62
N-GSM,Noun,3,MAT,19,28,65
PREP,Preposition,0,MAT,19,28,68
N-GSM,Noun,3,MAT,19,28,71
N-GSF,Noun,3,MAT,19,28,74
P-GSM,Personal Pronoun,3,MAT,19,28,77
V-FDI-2P,Verb,5,MAT,19,28,80
CONJ,Conjunction,0,MAT,19,28,83
P-2NP,Personal Pronoun,3,MAT,19,28,86
PREP,Preposition,0,MAT,19,28,89
A-NUI,Adjective,3,MAT,19,28,92
N-APM,Noun,3,MAT,19,28,95
V-PAP-NPM,Verb,6,MAT,19,28,98
T-APF,Article,3,MAT,19,28,101
A-NUI,Adjective,3,MAT,19,28,104
N-APF,Noun,3,MAT,19,28,107
T-GSM,Article,3,MAT,19,28,110
N-PRI,Noun,3,MAT,19,28,113
CONJ,Conjunction,0,MAT,19,29,2
A-NSM,Adjective,3,MAT,19,29,5
R-NSM,Relative Pronoun,3,MAT,19,29,8
V-AAI-3S,Verb,5,MAT,19,29,11
N-APF,Noun,3,MAT,19,29,14
PRT,Particle,0,MAT,19,29,17
N-APM,Noun,3,MAT,19,29,20
PRT,Particle,0,MAT,19,29,23
N-APF,Noun,3,MAT,19,29,26
PRT,Particle,0,MAT,19,29,29
N-ASM,Noun,3,MAT,19,29,32
PRT,Particle,0,MAT,19,29,35
N-ASF,Noun,3,MAT,19,29,38
PRT,Particle,0,MAT,19,29,41
N-ASF,Noun,3,MAT,19,29,44
PRT,Particle,0,MAT,19,29,47
N-APN,Noun,3,MAT,19,29,50
PRT,Particle,0,MAT,19,29,53
N-APM,Noun,3,MAT,19,29,56
PREP,Preposition,0,MAT,19,29,59
T-GSN,Article,3,MAT,19,29,62
N-GSN,Noun,3,MAT,19,29,65
P-1GS,Personal Pronoun,3,MAT,19,29,68
A-APN,Adjective,3,MAT,19,29,71
V-FDI-3S,Verb,5,MAT,19,29,74
CONJ,Conjunction,0,MAT,19,29,77
N-ASF,Noun,3,MAT,19,29,80
A-ASF,Adjective,3,MAT,19,29,83
V-FAI-3S,Verb,5,MAT,19,29,86
A-NPM,Adjective,3,MAT,19,30,2
CONJ,Conjunction,0,MAT,19,30,5
V-FDI-3P,Verb,5,MAT,19,30,8
A-NPM-S,Adjective,4,MAT,19,30,11
A-NPM-S,Adjective,4,MAT,19,30,14
CONJ,Conjunction,0,MAT,19,30,17
A-NPM-S,Adjective,4,MAT,19,30,20
A-NPM-S,Adjective,4,MAT,19,30,23
A-NSF,Adjective,3,MAT,20,1,2
CONJ,Conjunction,0,MAT,20,1,5
V-PAI-3S,Verb,5,MAT,20,1,8
T-NSF,Article,3,MAT,20,1,11
N-NSF,Noun,3,MAT,20,1,14
T-GPM,Article,3,MAT,20,1,17
N-GPM,Noun,3,MAT,20,1,20
N-DSM,Noun,3,MAT,20,1,23
N-DSM,Noun,3,MAT,20,1,26
R-NSM,Relative Pronoun,3,MAT,20,1,29
V-2AAI-3S,Verb,6,MAT,20,1,32
ADV,Adverb,0,MAT,20,1,35
ADV,Adverb,0,MAT,20,1,38
V-AMN,Verb,3,MAT,20,1,41
N-APM,Noun,3,MAT,20,1,44
PREP,Preposition,0,MAT,20,1,47
T-ASM,Article,3,MAT,20,1,50
N-ASM,Noun,3,MAT,20,1,53
P-GSM,Personal Pronoun,3,MAT,20,1,56
CONJ,Conjunction,0,MAT,20,2,2
V-AAP-NSM,Verb,6,MAT,20,2,5
PREP,Preposition,0,MAT,20,2,8
T-GPM,Article,3,MAT,20,2,11
N-GPM,Noun,3,MAT,20,2,14
PREP,Preposition,0,MAT,20,2,17
N-GSN,Noun,3,MAT,20,2,20
T-ASF,Article,3,MAT,20,2,23
N-ASF,Noun,3,MAT,20,2,26
V-AAI-3S,Verb,5,MAT,20,2,29
P-APM,Personal Pronoun,3,MAT,20,2,32
PREP,Preposition,0,MAT,20,2,35
T-ASM,Article,3,MAT,20,2,38
N-ASM,Noun,3,MAT,20,2,41
P-GSM,Personal Pronoun,3,MAT,20,2,44
CONJ,Conjunction,0,MAT,20,3,2
V-2AAP-NSM,Verb,7,MAT,20,3,5
PREP,Preposition,0,MAT,20,3,8
A-ASF,Adjective,3,MAT,20,3,11
N-ASF,Noun,3,MAT,20,3,14
V-2AAI-3S,Verb,6,MAT,20,3,17
A-APM,Adjective,3,MAT,20,3,20
V-RAP-APM,Verb,6,MAT,20,3,23
PREP,Preposition,0,MAT,20,3,26
T-DSF,Article,3,MAT,20,3,29
N-DSF,Noun,3,MAT,20,3,32
A-APM,Adjective,3,MAT,20,3,35
CONJ,Conjunction,0,MAT,20,4,2
D-DPM,Demonstrative Pronoun,3,MAT,20,4,5
V-2AAI-3S,Verb,6,MAT,20,4,8
V-PAM-2P,Verb,5,MAT,20,4,11
CONJ,Conjunction,0,MAT,20,4,14
P-2NP,Personal Pronoun,3,MAT,20,4,17
PREP,Preposition,0,MAT,20,4,20
T-ASM,Article,3,MAT,20,4,23
N-ASM,Noun,3,MAT,20,4,26
CONJ,Conjunction,0,MAT,20,4,29
R-NSN,Relative Pronoun,3,MAT,20,4,32
COND,Conditional Conjunction,0,MAT,20,4,35
V-PAS-3S,Verb,5,MAT,20,4,38
A-NSN,Adjective,3,MAT,20,4,41
V-FAI-1S,Verb,5,MAT,20,4,44
P-2DP,Personal Pronoun,3,MAT,20,4,47
T-NPM,Article,3,MAT,20,5,2
CONJ,Conjunction,0,MAT,20,5,5
V-2AAI-3P,Verb,6,MAT,20,5,8
ADV,Adverb,0,MAT,20,5,11
V-2AAP-NSM,Verb,7,MAT,20,5,14
PREP,Preposition,0,MAT,20,5,17
A-ASF,Adjective,3,MAT,20,5,20
CONJ,Conjunction,0,MAT,20,5,23
A-ASF,Adjective,3,MAT,20,5,26
N-ASF,Noun,3,MAT,20,5,29
V-AAI-3S,Verb,5,MAT,20,5,32
ADV,Adverb,0,MAT,20,5,35
PREP,Preposition,0,MAT,20,6,2
CONJ,Conjunction,0,MAT,20,6,5
T-ASF,Article,3,MAT,20,6,8
A-ASF,Adjective,3,MAT,20,6,11
N-ASF,Noun,3,MAT,20,6,14
V-2AAP-NSM,Verb,7,MAT,20,6,17
V-2AAI-3S,Verb,6,MAT,20,6,20
A-APM,Adjective,3,MAT,20,6,23
V-RAP-APM,Verb,6,MAT,20,6,26
A-APM,Adjective,3,MAT,20,6,29
CONJ,Conjunction,0,MAT,20,6,32
V-PAI-3S,Verb,5,MAT,20,6,35
P-DPM,Personal Pronoun,3,MAT,20,6,38
I-ASN,Interrogative Pronoun,3,MAT,20,6,41
ADV,Adverb,0,MAT,20,6,44
V-RAI-2P,Verb,5,MAT,20,6,47
A-ASF,Adjective,3,MAT,20,6,50
T-ASF,Article,3,MAT,20,6,53
N-ASF,Noun,3,MAT,20,6,56
A-NPM,Adjective,3,MAT,20,6,59
V-PAI-3P,Verb,5,MAT,20,7,2
P-DSM,Personal Pronoun,3,MAT,20,7,5
CONJ,Conjunction,0,MAT,20,7,8
A-NSM-N,Adjective,4,MAT,20,7,11
P-1AP,Personal Pronoun,3,MAT,20,7,14
V-AMI-3S,Verb,5,MAT,20,7,17
V-PAI-3S,Verb,5,MAT,20,7,20
P-DPM,Personal Pronoun,3,MAT,20,7,23
V-PAM-2P,Verb,5,MAT,20,7,26
CONJ,Conjunction,0,MAT,20,7,29
P-2NP,Personal Pronoun,3,MAT,20,7,32
PREP,Preposition,0,MAT,20,7,35
T-ASM,Article,3,MAT,20,7,38
N-ASM,Noun,3,MAT,20,7,41
CONJ,Conjunction,0,MAT,20,7,44
R-NSN,Relative Pronoun,3,MAT,20,7,47
COND,Conditional Conjunction,0,MAT,20,7,50
V-PAS-3S,Verb,5,MAT,20,7,53
A-NSN,Adjective,3,MAT,20,7,56
V-FDI-2P,Verb,5,MAT,20,7,59
A-GSF,Adjective,3,MAT,20,8,2
CONJ,Conjunction,0,MAT,20,8,5
V-2ADP-GSF,Verb,7,MAT,20,8,8
V-PAI-3S,Verb,5,MAT,20,8,11
T-NSM,Article,3,MAT,20,8,14
N-NSM,Noun,3,MAT,20,8,17
T-GSM,Article,3,MAT,20,8,20
N-GSM,Noun,3,MAT,20,8,23
T-DSM,Article,3,MAT,20,8,26
N-DSM,Noun,3,MAT,20,8,29
P-GSM,Personal Pronoun,3,MAT,20,8,32
V-AAM-2S,Verb,5,MAT,20,8,35
T-APM,Article,3,MAT,20,8,38
N-APM,Noun,3,MAT,20,8,41
CONJ,Conjunction,0,MAT,20,8,44
V-2AAM-2S,Verb,6,MAT,20,8,47
P-DPM,Personal Pronoun,3,MAT,20,8,50
T-ASM,Article,3,MAT,20,8,53
N-ASM,Noun,3,MAT,20,8,56
V-AMP-NSM,Verb,6,MAT,20,8,59
PREP,Preposition,0,MAT,20,8,62
T-GPM,Article,3,MAT,20,8,65
A-GPM-S,Adjective,4,MAT,20,8,68
ADV,Adverb,0,MAT,20,8,71
T-GPM,Article,3,MAT,20,8,74
