book,chapter,verse,word_index,word,count
LUK,15,30,19,σιτευτον,3
LUK,15,31,0,ο,3308
LUK,15,31,1,δε,2841
LUK,15,31,2,ειπεν,637
LUK,15,31,3,αυτω,888
LUK,15,31,4,τεκνον,15
LUK,15,31,5,συ,179
LUK,15,31,6,παντοτε,42
LUK,15,31,7,μετ,130
LUK,15,31,8,εμου,113
LUK,15,31,9,ει,595
LUK,15,31,10,και,9217
LUK,15,31,11,παντα,265
LUK,15,31,12,τα,847
LUK,15,31,13,εμα,8
LUK,15,31,14,σα,4
LUK,15,31,15,εστιν,918
LUK,15,32,0,ευφρανθηναι,1
LUK,15,32,1,δε,2841
LUK,15,32,2,και,9217
LUK,15,32,3,χαρηναι,2
LUK,15,32,4,εδει,16
LUK,15,32,5,οτι,1287
LUK,15,32,6,ο,3308
LUK,15,32,7,αδελφος,43
LUK,15,32,8,σου,497
LUK,15,32,9,ουτος,191
LUK,15,32,10,νεκρος,9
LUK,15,32,11,ην,421
LUK,15,32,12,και,9217
LUK,15,32,13,ανεζησεν,3
LUK,15,32,14,και,9217
LUK,15,32,15,απολωλως,2
LUK,15,32,16,ην,421
LUK,15,32,17,και,9217
LUK,15,32,18,ευρεθη,17
LUK,16,1,0,ελεγεν,66
LUK,16,1,1,δε,2841
LUK,16,1,2,και,9217
LUK,16,1,3,προς,706
LUK,16,1,4,τους,734
LUK,16,1,5,μαθητας,40
LUK,16,1,6,αυτου,1478
LUK,16,1,7,ανθρωπος,126
LUK,16,1,8,τις,390
LUK,16,1,9,ην,421
LUK,16,1,10,πλουσιος,13
LUK,16,1,11,ος,226
LUK,16,1,12,ειχεν,27
LUK,16,1,13,οικονομον,3
LUK,16,1,14,και,9217
LUK,16,1,15,ουτος,191
LUK,16,1,16,διεβληθη,1
LUK,16,1,17,αυτω,888
LUK,16,1,18,ως,499
LUK,16,1,19,διασκορπιζων,1
LUK,16,1,20,τα,847
LUK,16,1,21,υπαρχοντα,8
LUK,16,1,22,αυτου,1478
LUK,16,2,0,και,9217
LUK,16,2,1,φωνησας,5
LUK,16,2,2,αυτον,985
LUK,16,2,3,ειπεν,637
LUK,16,2,4,αυτω,888
LUK,16,2,5,τι,451
LUK,16,2,6,τουτο,319
LUK,16,2,7,ακουω,5
LUK,16,2,8,περι,332
LUK,16,2,9,σου,497
LUK,16,2,10,αποδος,3
LUK,16,2,11,τον,1611
LUK,16,2,12,λογον,134
LUK,16,2,13,της,1327
LUK,16,2,14,οικονομιας,2
LUK,16,2,15,σου,497
LUK,16,2,16,ου,844
LUK,16,2,17,γαρ,1063
LUK,16,2,18,δυνηση,2
LUK,16,2,19,ετι,92
LUK,16,2,20,οικονομειν,1
LUK,16,3,0,ειπεν,637
LUK,16,3,1,δε,2841
LUK,16,3,2,εν,2854
LUK,16,3,3,εαυτω,31
LUK,16,3,4,ο,3308
LUK,16,3,5,οικονομος,3
LUK,16,3,6,τι,451
LUK,16,3,7,ποιησω,22
LUK,16,3,8,οτι,1287
LUK,16,3,9,ο,3308
LUK,16,3,10,κυριος,181
LUK,16,3,11,μου,584
LUK,16,3,12,αφαιρειται,1
LUK,16,3,13,την,1554
LUK,16,3,14,οικονομιαν,6
LUK,16,3,15,απ,125
LUK,16,3,16,εμου,113
LUK,16,3,17,σκαπτειν,1
LUK,16,3,18,ουκ,833
LUK,16,3,19,ισχυω,2
LUK,16,3,20,επαιτειν,1
LUK,16,3,21,αισχυνομαι,1
LUK,16,4,0,εγνων,6
LUK,16,4,1,τι,451
LUK,16,4,2,ποιησω,22
LUK,16,4,3,ινα,670
LUK,16,4,4,οταν,122
LUK,16,4,5,μετασταθω,1
LUK,16,4,6,της,1327
LUK,16,4,7,οικονομιας,2
LUK,16,4,8,δεξωνται,4
LUK,16,4,9,με,302
LUK,16,4,10,εις,1875
LUK,16,4,11,τους,734
LUK,16,4,12,οικους,4
LUK,16,4,13,αυτων,592
LUK,16,5,0,και,9217
LUK,16,5,1,προσκαλεσαμενος,22
LUK,16,5,2,ενα,46
LUK,16,5,3,εκαστον,13
LUK,16,5,4,των,1243
LUK,16,5,5,χρεωφειλετων,1
LUK,16,5,6,του,2587
LUK,16,5,7,κυριου,254
LUK,16,5,8,εαυτου,46
LUK,16,5,9,ελεγεν,66
LUK,16,5,10,τω,1251
LUK,16,5,11,πρωτω,4
LUK,16,5,12,ποσον,3
LUK,16,5,13,οφειλεις,3
LUK,16,5,14,τω,1251
LUK,16,5,15,κυριω,104
LUK,16,5,16,μου,584
LUK,16,6,0,ο,3308
LUK,16,6,1,δε,2841
LUK,16,6,2,ειπεν,637
LUK,16,6,3,εκατον,17
LUK,16,6,4,βατους,1
LUK,16,6,5,ελαιου,2
LUK,16,6,6,και,9217
LUK,16,6,7,ειπεν,637
LUK,16,6,8,αυτω,888
LUK,16,6,9,δεξαι,3
LUK,16,6,10,σου,497
LUK,16,6,11,το,1721
LUK,16,6,12,γραμμα,3
LUK,16,6,13,και,9217
LUK,16,6,14,καθισας,10
LUK,16,6,15,ταχεως,10
LUK,16,6,16,γραψον,14
LUK,16,6,17,πεντηκοντα,7
LUK,16,7,0,επειτα,16
LUK,16,7,1,ετερω,11
LUK,16,7,2,ειπεν,637
LUK,16,7,3,συ,179
LUK,16,7,4,δε,2841
LUK,16,7,5,ποσον,3
LUK,16,7,6,οφειλεις,3
LUK,16,7,7,ο,3308
LUK,16,7,8,δε,2841
LUK,16,7,9,ειπεν,637
LUK,16,7,10,εκατον,17
LUK,16,7,11,κορους,1
LUK,16,7,12,σιτου,5
LUK,16,7,13,και,9217
LUK,16,7,14,λεγει,339
LUK,16,7,15,αυτω,888
LUK,16,7,16,δεξαι,3
LUK,16,7,17,σου,497
LUK,16,7,18,το,1721
LUK,16,7,19,γραμμα,3
LUK,16,7,20,και,9217
LUK,16,7,21,γραψον,14
LUK,16,7,22,ογδοηκοντα,2
LUK,16,8,0,και,9217
LUK,16,8,1,επηνεσεν,1
LUK,16,8,2,ο,3308
LUK,16,8,3,κυριος,181
LUK,16,8,4,τον,1611
LUK,16,8,5,οικονομον,3
LUK,16,8,6,της,1327
LUK,16,8,7,αδικιας,14
LUK,16,8,8,οτι,1287
LUK,16,8,9,φρονιμως,1
LUK,16,8,10,εποιησεν,77
LUK,16,8,11,οτι,1287
LUK,16,8,12,οι,1178
LUK,16,8,13,υιοι,33
LUK,16,8,14,του,2587
LUK,16,8,15,αιωνος,25
LUK,16,8,16,τουτου,72
LUK,16,8,17,φρονιμωτεροι,1
LUK,16,8,18,υπερ,159
LUK,16,8,19,τους,734
LUK,16,8,20,υιους,14
LUK,16,8,21,του,2587
LUK,16,8,22,φωτος,12
LUK,16,8,23,εις,1875
LUK,16,8,24,την,1554
LUK,16,8,25,γενεαν,4
LUK,16,8,26,την,1554
LUK,16,8,27,εαυτων,40
LUK,16,8,28,εισιν,159
LUK,16,9,0,καγω,66
LUK,16,9,1,υμιν,617
LUK,16,9,2,λεγω,214
LUK,16,9,3,ποιησατε,11
LUK,16,9,4,εαυτοις,53
LUK,16,9,5,φιλους,9
LUK,16,9,6,εκ,670
LUK,16,9,7,του,2587
LUK,16,9,8,μαμωνα,4
LUK,16,9,9,της,1327
LUK,16,9,10,αδικιας,14
LUK,16,9,11,ινα,670
LUK,16,9,12,οταν,122
LUK,16,9,13,εκλιπητε,1
LUK,16,9,14,δεξωνται,4
LUK,16,9,15,υμας,442
LUK,16,9,16,εις,1875
LUK,16,9,17,τας,343
LUK,16,9,18,αιωνιους,1
LUK,16,9,19,σκηνας,4
LUK,16,10,0,ο,3308
LUK,16,10,1,πιστος,34
LUK,16,10,2,εν,2854
LUK,16,10,3,ελαχιστω,3
LUK,16,10,4,και,9217
LUK,16,10,5,εν,2854
LUK,16,10,6,πολλω,23
LUK,16,10,7,πιστος,34
LUK,16,10,8,εστιν,918
LUK,16,10,9,και,9217
LUK,16,10,10,ο,3308
LUK,16,10,11,εν,2854
LUK,16,10,12,ελαχιστω,3
LUK,16,10,13,αδικος,4
LUK,16,10,14,και,9217
LUK,16,10,15,εν,2854
LUK,16,10,16,πολλω,23
LUK,16,10,17,αδικος,4
LUK,16,10,18,εστιν,918
LUK,16,11,0,ει,595
LUK,16,11,1,ουν,523
LUK,16,11,2,εν,2854
LUK,16,11,3,τω,1251
LUK,16,11,4,αδικω,3
LUK,16,11,5,μαμωνα,4
LUK,16,11,6,πιστοι,7
LUK,16,11,7,ουκ,833
LUK,16,11,8,εγενεσθε,3
LUK,16,11,9,το,1721
LUK,16,11,10,αληθινον,6
LUK,16,11,11,τις,390
LUK,16,11,12,υμιν,617
LUK,16,11,13,πιστευσει,1
LUK,16,12,0,και,9217
LUK,16,12,1,ει,595
LUK,16,12,2,εν,2854
LUK,16,12,3,τω,1251
LUK,16,12,4,αλλοτριω,4
LUK,16,12,5,πιστοι,7
LUK,16,12,6,ουκ,833
LUK,16,12,7,εγενεσθε,3
LUK,16,12,8,το,1721
LUK,16,12,9,υμετερον,2
LUK,16,12,10,τις,390
LUK,16,12,11,υμιν,617
LUK,16,12,12,δωσει,19
LUK,16,13,0,ουδεις,97
LUK,16,13,1,οικετης,1
LUK,16,13,2,δυναται,71
LUK,16,13,3,δυσιν,9
LUK,16,13,4,κυριοις,5
LUK,16,13,5,δουλευειν,8
LUK,16,13,6,η,1441
LUK,16,13,7,γαρ,1063
LUK,16,13,8,τον,1611
LUK,16,13,9,ενα,46
LUK,16,13,10,μισησει,2
LUK,16,13,11,και,9217
LUK,16,13,12,τον,1611
LUK,16,13,13,ετερον,27
LUK,16,13,14,αγαπησει,4
LUK,16,13,15,η,1441
LUK,16,13,16,ενος,34
LUK,16,13,17,ανθεξεται,2
LUK,16,13,18,και,9217
LUK,16,13,19,του,2587
LUK,16,13,20,ετερου,6
LUK,16,13,21,καταφρονησει,2
LUK,16,13,22,ου,844
LUK,16,13,23,δυνασθε,28
LUK,16,13,24,θεω,160
LUK,16,13,25,δουλευειν,8
LUK,16,13,26,και,9217
LUK,16,13,27,μαμωνα,4
LUK,16,14,0,ηκουον,7
LUK,16,14,1,δε,2841
LUK,16,14,2,ταυτα,246
LUK,16,14,3,παντα,265
LUK,16,14,4,και,9217
LUK,16,14,5,οι,1178
LUK,16,14,6,φαρισαιοι,52
LUK,16,14,7,φιλαργυροι,2
LUK,16,14,8,υπαρχοντες,6
LUK,16,14,9,και,9217
LUK,16,14,10,εξεμυκτηριζον,2
LUK,16,14,11,αυτον,985
LUK,16,15,0,και,9217
LUK,16,15,1,ειπεν,637
LUK,16,15,2,αυτοις,576
LUK,16,15,3,υμεις,242
LUK,16,15,4,εστε,92
LUK,16,15,5,οι,1178
LUK,16,15,6,δικαιουντες,1
LUK,16,15,7,εαυτους,67
LUK,16,15,8,ενωπιον,96
LUK,16,15,9,των,1243
LUK,16,15,10,ανθρωπων,100
LUK,16,15,11,ο,3308
LUK,16,15,12,δε,2841
LUK,16,15,13,θεος,315
LUK,16,15,14,γινωσκει,12
LUK,16,15,15,τας,343
LUK,16,15,16,καρδιας,60
LUK,16,15,17,υμων,579
LUK,16,15,18,οτι,1287
LUK,16,15,19,το,1721
LUK,16,15,20,εν,2854
LUK,16,15,21,ανθρωποις,45
LUK,16,15,22,υψηλον,7
LUK,16,15,23,βδελυγμα,4
LUK,16,15,24,ενωπιον,96
LUK,16,15,25,του,2587
LUK,16,15,26,θεου,704
LUK,16,16,0,ο,3308
LUK,16,16,1,νομος,34
LUK,16,16,2,και,9217
LUK,16,16,3,οι,1178
LUK,16,16,4,προφηται,21
LUK,16,16,5,εως,146
LUK,16,16,6,ιωαννου,35
LUK,16,16,7,απο,487
LUK,16,16,8,τοτε,158
LUK,16,16,9,η,1441
LUK,16,16,10,βασιλεια,75
LUK,16,16,11,του,2587
LUK,16,16,12,θεου,704
LUK,16,16,13,ευαγγελιζεται,3
LUK,16,16,14,και,9217
LUK,16,16,15,πας,98
LUK,16,16,16,εις,1875
LUK,16,16,17,αυτην,138
LUK,16,16,18,βιαζεται,2
LUK,16,17,0,ευκοπωτερον,7
LUK,16,17,1,δε,2841
LUK,16,17,2,εστιν,918
LUK,16,17,3,τον,1611
LUK,16,17,4,ουρανον,42
LUK,16,17,5,και,9217
LUK,16,17,6,την,1554
LUK,16,17,7,γην,76
LUK,16,17,8,παρελθειν,4
LUK,16,17,9,η,1441
LUK,16,17,10,του,2587
LUK,16,17,11,νομου,68
LUK,16,17,12,μιαν,36
LUK,16,17,13,κεραιαν,1
LUK,16,17,14,πεσειν,1
LUK,16,18,0,πας,98
LUK,16,18,1,ο,3308
LUK,16,18,2,απολυων,1
LUK,16,18,3,την,1554
LUK,16,18,4,γυναικα,55
LUK,16,18,5,αυτου,1478
LUK,16,18,6,και,9217
LUK,16,18,7,γαμων,3
LUK,16,18,8,ετεραν,2
LUK,16,18,9,μοιχευει,2
LUK,16,18,10,και,9217
LUK,16,18,11,πας,98
LUK,16,18,12,ο,3308
LUK,16,18,13,απολελυμενην,3
LUK,16,18,14,απο,487
LUK,16,18,15,ανδρος,16
LUK,16,18,16,γαμων,3
LUK,16,18,17,μοιχευει,2
LUK,16,19,0,ανθρωπος,126
LUK,16,19,1,δε,2841
LUK,16,19,2,τις,390
LUK,16,19,3,ην,421
LUK,16,19,4,πλουσιος,13
LUK,16,19,5,και,9217
LUK,16,19,6,ενεδιδυσκετο,2
LUK,16,19,7,πορφυραν,3
LUK,16,19,8,και,9217
LUK,16,19,9,βυσσον,1
LUK,16,19,10,ευφραινομενος,1
LUK,16,19,11,καθ,61
LUK,16,19,12,ημεραν,59
LUK,16,19,13,λαμπρως,1
LUK,16,20,0,πτωχος,3
LUK,16,20,1,δε,2841
LUK,16,20,2,τις,390
LUK,16,20,3,ην,421
LUK,16,20,4,ονοματι,94
LUK,16,20,5,λαζαρος,8
LUK,16,20,6,ος,226
LUK,16,20,7,εβεβλητο,1
LUK,16,20,8,προς,706
LUK,16,20,9,τον,1611
LUK,16,20,10,πυλωνα,4
LUK,16,20,11,αυτου,1478
LUK,16,20,12,ηλκωμενος,1
LUK,16,21,0,και,9217
LUK,16,21,1,επιθυμων,1
LUK,16,21,2,χορτασθηναι,2
LUK,16,21,3,απο,487
LUK,16,21,4,των,1243
LUK,16,21,5,ψιχιων,3
LUK,16,21,6,των,1243
LUK,16,21,7,πιπτοντων,2
LUK,16,21,8,απο,487
LUK,16,21,9,της,1327
LUK,16,21,10,τραπεζης,7
LUK,16,21,11,του,2587
LUK,16,21,12,πλουσιου,2
LUK,16,21,13,αλλα,352
LUK,16,21,14,και,9217
LUK,16,21,15,οι,1178
LUK,16,21,16,κυνες,2
LUK,16,21,17,ερχομενοι,4
LUK,16,21,18,απελειχον,1
LUK,16,21,19,τα,847
LUK,16,21,20,ελκη,1
LUK,16,21,21,αυτου,1478
LUK,16,22,0,εγενετο,202
LUK,16,22,1,δε,2841
LUK,16,22,2,αποθανειν,14
LUK,16,22,3,τον,1611
LUK,16,22,4,πτωχον,2
LUK,16,22,5,και,9217
LUK,16,22,6,απενεχθηναι,1
LUK,16,22,7,αυτον,985
LUK,16,22,8,υπο,190
LUK,16,22,9,των,1243
LUK,16,22,10,αγγελων,31
LUK,16,22,11,εις,1875
LUK,16,22,12,τον,1611
LUK,16,22,13,κολπον,4
LUK,16,22,14,αβρααμ,73
LUK,16,22,15,απεθανεν,32
LUK,16,22,16,δε,2841
LUK,16,22,17,και,9217
LUK,16,22,18,ο,3308
LUK,16,22,19,πλουσιος,13
LUK,16,22,20,και,9217
LUK,16,22,21,εταφη,3
LUK,16,23,0,και,9217
LUK,16,23,1,εν,2854
LUK,16,23,2,τω,1251
LUK,16,23,3,αδη,2
LUK,16,23,4,επαρας,4
LUK,16,23,5,τους,734
LUK,16,23,6,οφθαλμους,37
LUK,16,23,7,αυτου,1478
LUK,16,23,8,υπαρχων,16
LUK,16,23,9,εν,2854
LUK,16,23,10,βασανοις,2
LUK,16,23,11,ορα,7
LUK,16,23,12,τον,1611
LUK,16,23,13,αβρααμ,73
LUK,16,23,14,απο,487
LUK,16,23,15,μακροθεν,14
LUK,16,23,16,και,9217
LUK,16,23,17,λαζαρον,6
LUK,16,23,18,εν,2854
LUK,16,23,19,τοις,632
LUK,16,23,20,κολποις,1
LUK,16,23,21,αυτου,1478
LUK,16,24,0,και,9217
LUK,16,24,1,αυτος,177
LUK,16,24,2,φωνησας,5
LUK,16,24,3,ειπεν,637
LUK,16,24,4,πατερ,24
LUK,16,24,5,αβρααμ,73
LUK,16,24,6,ελεησον,11
LUK,16,24,7,με,302
LUK,16,24,8,και,9217
LUK,16,24,9,πεμψον,7
LUK,16,24,10,λαζαρον,6
LUK,16,24,11,ινα,670
LUK,16,24,12,βαψη,1
LUK,16,24,13,το,1721
LUK,16,24,14,ακρον,2
LUK,16,24,15,του,2587
LUK,16,24,16,δακτυλου,1
LUK,16,24,17,αυτου,1478
LUK,16,24,18,υδατος,24
LUK,16,24,19,και,9217
LUK,16,24,20,καταψυξη,1
LUK,16,24,21,την,1554
LUK,16,24,22,γλωσσαν,7
LUK,16,24,23,μου,584
LUK,16,24,24,οτι,1287
LUK,16,24,25,οδυνωμαι,1
LUK,16,24,26,εν,2854
LUK,16,24,27,τη,882
LUK,16,24,28,φλογι,2
LUK,16,24,29,ταυτη,30
LUK,16,25,0,ειπεν,637
LUK,16,25,1,δε,2841
LUK,16,25,2,αβρααμ,73
LUK,16,25,3,τεκνον,15
LUK,16,25,4,μνησθητι,2
LUK,16,25,5,οτι,1287
LUK,16,25,6,απελαβες,1
LUK,16,25,7,συ,179
LUK,16,25,8,τα,847
LUK,16,25,9,αγαθα,11
LUK,16,25,10,σου,497
LUK,16,25,11,εν,2854
LUK,16,25,12,τη,882
LUK,16,25,13,ζωη,28
LUK,16,25,14,σου,497
LUK,16,25,15,και,9217
LUK,16,25,16,λαζαρος,8
LUK,16,25,17,ομοιως,32
LUK,16,25,18,τα,847
LUK,16,25,19,κακα,6
LUK,16,25,20,νυν,144
LUK,16,25,21,δε,2841
LUK,16,25,22,ωδε,60
LUK,16,25,23,παρακαλειται,1
LUK,16,25,24,συ,179
LUK,16,25,25,δε,2841
LUK,16,25,26,οδυνασαι,1
LUK,16,26,0,και,9217
LUK,16,26,1,επι,676
LUK,16,26,2,πασιν,88
LUK,16,26,3,τουτοις,19
LUK,16,26,4,μεταξυ,9
LUK,16,26,5,ημων,410
LUK,16,26,6,και,9217
LUK,16,26,7,υμων,579
LUK,16,26,8,χασμα,1
LUK,16,26,9,μεγα,19
LUK,16,26,10,εστηρικται,1
LUK,16,26,11,οπως,57
LUK,16,26,12,οι,1178
LUK,16,26,13,θελοντες,7
LUK,16,26,14,διαβηναι,1
LUK,16,26,15,ενθεν,1
LUK,16,26,16,προς,706
LUK,16,26,17,υμας,442
LUK,16,26,18,μη,1029
LUK,16,26,19,δυνωνται,1
LUK,16,26,20,μηδε,58
LUK,16,26,21,οι,1178
LUK,16,26,22,εκειθεν,28
LUK,16,26,23,προς,706
LUK,16,26,24,ημας,170
LUK,16,26,25,διαπερωσιν,1
LUK,16,27,0,ειπεν,637
LUK,16,27,1,δε,2841
LUK,16,27,2,ερωτω,9
LUK,16,27,3,ουν,523
LUK,16,27,4,σε,195
LUK,16,27,5,πατερ,24
LUK,16,27,6,ινα,670
LUK,16,27,7,πεμψης,1
LUK,16,27,8,αυτον,985
LUK,16,27,9,εις,1875
LUK,16,27,10,τον,1611
LUK,16,27,11,οικον,60
LUK,16,27,12,του,2587
LUK,16,27,13,πατρος,101
LUK,16,27,14,μου,584
LUK,16,28,0,εχω,51
LUK,16,28,1,γαρ,1063
LUK,16,28,2,πεντε,38
LUK,16,28,3,αδελφους,38
LUK,16,28,4,οπως,57
LUK,16,28,5,διαμαρτυρηται,1
LUK,16,28,6,αυτοις,576
LUK,16,28,7,ινα,670
LUK,16,28,8,μη,1029
LUK,16,28,9,και,9217
LUK,16,28,10,αυτοι,82
LUK,16,28,11,ελθωσιν,4
LUK,16,28,12,εις,1875
LUK,16,28,13,τον,1611
LUK,16,28,14,τοπον,47
LUK,16,28,15,τουτον,64
LUK,16,28,16,της,1327
LUK,16,28,17,βασανου,1
LUK,16,29,0,λεγει,339
LUK,16,29,1,αυτω,888
LUK,16,29,2,αβρααμ,73
LUK,16,29,3,εχουσιν,36
LUK,16,29,4,μωσεα,1
LUK,16,29,5,και,9217
LUK,16,29,6,τους,734
LUK,16,29,7,προφητας,15
LUK,16,29,8,ακουσατωσαν,1
LUK,16,29,9,αυτων,592
LUK,16,30,0,ο,3308
LUK,16,30,1,δε,2841
LUK,16,30,2,ειπεν,637
LUK,16,30,3,ουχι,56
LUK,16,30,4,πατερ,24
LUK,16,30,5,αβρααμ,73
LUK,16,30,6,αλλ,303
LUK,16,30,7,εαν,346
LUK,16,30,8,τις,390
LUK,16,30,9,απο,487
LUK,16,30,10,νεκρων,79
LUK,16,30,11,πορευθη,1
LUK,16,30,12,προς,706
LUK,16,30,13,αυτους,353
LUK,16,30,14,μετανοησουσιν,1
LUK,16,31,0,ειπεν,637
LUK,16,31,1,δε,2841
LUK,16,31,2,αυτω,888
LUK,16,31,3,ει,595
LUK,16,31,4,μωσεως,10
LUK,16,31,5,και,9217
LUK,16,31,6,των,1243
LUK,16,31,7,προφητων,32
LUK,16,31,8,ουκ,833
LUK,16,31,9,ακουουσιν,8
LUK,16,31,10,ουδε,126
LUK,16,31,11,εαν,346
LUK,16,31,12,τις,390
LUK,16,31,13,εκ,670
LUK,16,31,14,νεκρων,79
LUK,16,31,15,αναστη,3
LUK,16,31,16,πεισθησονται,1
LUK,17,1,0,ειπεν,637
LUK,17,1,1,δε,2841
LUK,17,1,2,προς,706
LUK,17,1,3,τους,734
LUK,17,1,4,μαθητας,40
LUK,17,1,5,ανενδεκτον,1
LUK,17,1,6,εστιν,918
LUK,17,1,7,του,2587
LUK,17,1,8,μη,1029
LUK,17,1,9,ελθειν,46
LUK,17,1,10,τα,847
LUK,17,1,11,σκανδαλα,4
LUK,17,1,12,ουαι,47
LUK,17,1,13,δε,2841
LUK,17,1,14,δι,143
LUK,17,1,15,ου,844
LUK,17,1,16,ερχεται,91
LUK,17,2,0,λυσιτελει,1
LUK,17,2,1,αυτω,888
LUK,17,2,2,ει,595
LUK,17,2,3,μυλος,2
LUK,17,2,4,ονικος,2
LUK,17,2,5,περικειται,3
LUK,17,2,6,περι,332
LUK,17,2,7,τον,1611
LUK,17,2,8,τραχηλον,7
LUK,17,2,9,αυτου,1478
LUK,17,2,10,και,9217
LUK,17,2,11,ερριπται,1
LUK,17,2,12,εις,1875
LUK,17,2,13,την,1554
LUK,17,2,14,θαλασσαν,42
LUK,17,2,15,η,1441
LUK,17,2,16,ινα,670
LUK,17,2,17,σκανδαλιση,3
LUK,17,2,18,ενα,46
LUK,17,2,19,των,1243
LUK,17,2,20,μικρων,7
LUK,17,2,21,τουτων,69
LUK,17,3,0,προσεχετε,10
LUK,17,3,1,εαυτοις,53
LUK,17,3,2,εαν,346
LUK,17,3,3,δε,2841
LUK,17,3,4,αμαρτη,3
LUK,17,3,5,εις,1875
LUK,17,3,6,σε,195
LUK,17,3,7,ο,3308
LUK,17,3,8,αδελφος,43
LUK,17,3,9,σου,497
LUK,17,3,10,επιτιμησον,3
LUK,17,3,11,αυτω,888
LUK,17,3,12,και,9217
LUK,17,3,13,εαν,346
LUK,17,3,14,μετανοηση,2
LUK,17,3,15,αφες,15
LUK,17,3,16,αυτω,888
LUK,17,4,0,και,9217
LUK,17,4,1,εαν,346
LUK,17,4,2,επτακις,4
LUK,17,4,3,της,1327
LUK,17,4,4,ημερας,124
LUK,17,4,5,αμαρτη,3
LUK,17,4,6,εις,1875
LUK,17,4,7,σε,195
LUK,17,4,8,και,9217
LUK,17,4,9,επτακις,4
LUK,17,4,10,της,1327
LUK,17,4,11,ημερας,124
LUK,17,4,12,επιστρεψη,3
LUK,17,4,13,λεγων,189
LUK,17,4,14,μετανοω,1
LUK,17,4,15,αφησεις,1
LUK,17,4,16,αυτω,888
LUK,17,5,0,και,9217
LUK,17,5,1,ειπον,164
LUK,17,5,2,οι,1178
LUK,17,5,3,αποστολοι,16
LUK,17,5,4,τω,1251
LUK,17,5,5,κυριω,104
LUK,17,5,6,προσθες,1
LUK,17,5,7,ημιν,177
LUK,17,5,8,πιστιν,55
LUK,17,6,0,ειπεν,637
LUK,17,6,1,δε,2841
LUK,17,6,2,ο,3308
LUK,17,6,3,κυριος,181
LUK,17,6,4,ει,595
LUK,17,6,5,εχετε,49
LUK,17,6,6,πιστιν,55
LUK,17,6,7,ως,499
LUK,17,6,8,κοκκον,4
LUK,17,6,9,σιναπεως,5
LUK,17,6,10,ελεγετε,1
LUK,17,6,11,αν,174
LUK,17,6,12,τη,882
LUK,17,6,13,συκαμινω,1
LUK,17,6,14,ταυτη,30
LUK,17,6,15,εκριζωθητι,1
LUK,17,6,16,και,9217
LUK,17,6,17,φυτευθητι,1
LUK,17,6,18,εν,2854
LUK,17,6,19,τη,882
LUK,17,6,20,θαλασση,14
LUK,17,6,21,και,9217
LUK,17,6,22,υπηκουσεν,3
LUK,17,6,23,αν,174
LUK,17,6,24,υμιν,617
LUK,17,7,0,τις,390
LUK,17,7,1,δε,2841
LUK,17,7,2,εξ,253
LUK,17,7,3,υμων,579
LUK,17,7,4,δουλον,18
LUK,17,7,5,εχων,82
LUK,17,7,6,αροτριωντα,1
LUK,17,7,7,η,1441
LUK,17,7,8,ποιμαινοντα,1
LUK,17,7,9,ος,226
LUK,17,7,10,εισελθοντι,2
LUK,17,7,11,εκ,670
LUK,17,7,12,του,2587
LUK,17,7,13,αγρου,7
LUK,17,7,14,ερει,16
LUK,17,7,15,ευθεως,81
LUK,17,7,16,παρελθων,2
LUK,17,7,17,αναπεσε,2
LUK,17,8,0,αλλ,303
LUK,17,8,1,ουχι,56
LUK,17,8,2,ερει,16
LUK,17,8,3,αυτω,888
LUK,17,8,4,ετοιμασον,1
LUK,17,8,5,τι,451
LUK,17,8,6,δειπνησω,2
LUK,17,8,7,και,9217
LUK,17,8,8,περιζωσαμενος,1
LUK,17,8,9,διακονει,2
LUK,17,8,10,μοι,235
LUK,17,8,11,εως,146
LUK,17,8,12,φαγω,5
LUK,17,8,13,και,9217
LUK,17,8,14,πιω,6
LUK,17,8,15,και,9217
LUK,17,8,16,μετα,294
LUK,17,8,17,ταυτα,246
LUK,17,8,18,φαγεσαι,1
LUK,17,8,19,και,9217
LUK,17,8,20,πιεσαι,1
LUK,17,8,21,συ,179
LUK,17,9,0,μη,1029
LUK,17,9,1,χαριν,53
LUK,17,9,2,εχει,100
LUK,17,9,3,τω,1251
LUK,17,9,4,δουλω,6
LUK,17,9,5,εκεινω,11
LUK,17,9,6,οτι,1287
LUK,17,9,7,εποιησεν,77
LUK,17,9,8,τα,847
LUK,17,9,9,διαταχθεντα,2
LUK,17,9,10,ου,844
LUK,17,9,11,δοκω,3
LUK,17,10,0,ουτως,213
LUK,17,10,1,και,9217
LUK,17,10,2,υμεις,242
LUK,17,10,3,οταν,122
LUK,17,10,4,ποιησητε,1
LUK,17,10,5,παντα,265
LUK,17,10,6,τα,847
LUK,17,10,7,διαταχθεντα,2
LUK,17,10,8,υμιν,617
LUK,17,10,9,λεγετε,29
LUK,17,10,10,οτι,1287
LUK,17,10,11,δουλοι,23
LUK,17,10,12,αχρειοι,1
LUK,17,10,13,εσμεν,53
LUK,17,10,14,οτι,1287
LUK,17,10,15,ο,3308
LUK,17,10,16,οφειλομεν,8
LUK,17,10,17,ποιησαι,47
LUK,17,10,18,πεποιηκαμεν,1
LUK,17,11,0,και,9217
LUK,17,11,1,εγενετο,202
LUK,17,11,2,εν,2854
LUK,17,11,3,τω,1251
LUK,17,11,4,πορευεσθαι,18
